"","title_kr","title_en","content","time","director","country","year"
"55","너의 이름은","your name.","포스트-미야자키 하야오, 포스트-호소다 마모루로 주목받고 있는 신카이 마코토의 기대작. 캐릭터 디자이너 다나카 마사요시, 애니메이션 디렉터 안도 마사시, 락밴드 래드윔프스, 목소리 연기자 가미키 류노스케, 가미쉬라이시 모네 등 그야말로 황금진용과 함께 만들어낸 수작이다.
영화는 도쿄와 산골 마을에 사는 청소년 타키와 미츠하의 몸이 서로 뒤바뀌면서 벌어지는 해프닝으로 시작된다. 하지만, 이 ...","106min","
				신카이 마코토","Japan","2016"
"56","네 육신의 살점","Flesh of Your Flesh","카를로스 마욜로의 장편 데뷔작인 은 1940년대 중반부터 1960년대 중반까지 이른바 콜롬비아의 ‘폭력기’를 살았던 정치경제적 엘리트 계층에 대한 리얼한 초상화인 동시에 판타지다. 공포영화인 동시에 비극적인 멜로드라마인 이 영화에서 마욜로는 장르 영화의 요소들에 실제 역사적 사건들에 대한 그의 재해석을 혼합한다. 당시의 비평가들은 그 진가를 알지 못했지만,","87min","
				카를로스 마욜로","Colombia","2016"
"57","노란 새","A Yellow Bird","주류에 섞이지 못하고 변방인으로 살아갈 수밖에 없는 한 남자의 고통과 분노를 드러낸 영화. 감옥에서 갓 출소한 ’시바’는 장례식 아르바이트로 근근이 생활하면서 아내와 딸을 찾고 있다. 절망적인 그의 노력에도 불구하고 어머니를 비롯해 그 누구도 그를 도와주려 하지 않는다. 어렵게 찾은 처제는 그의 아내가 이미 다른 남자와 재혼했다는 소식을 전하지만, 그는 아내를 찾는 일을 포기할 수 없다. 결...","112min","
				케이 라자고팔","Singapore/France","2016"
"58","노화혐오증","Gerontophobia","미래의 유토피아. 과학은 영원한 젊음을 위한 연구를 지속하지만, 오히려 전 세계에 독성물질을 배출해 노화를 앞당기는 끔찍한 결과를 초래한다. 집단 탈출을 하던 중 연인인 단테와 이리아는 헤어지고, 이리아는 단테를 찾기 위해 극단적이고 위험한 선택을 한다. 무성영화와 애니메이션의 분위기를 창출한 기술적 혁신이 돋보이는 영화. (이수원)","15min","
				보리스 스베를로","Belgium/Netherlands","2016"
"59","누에치던 방","Jamsil","채미희는 지하철에서 만난 한 여고생을 따라가다 조성숙의 집에 도착한다. 채미희는 처음 보는 조성숙에게 자신이 그녀의 고교 시절 단짝 친구였음을 주장한다. 조성숙은 채미희가 낯설지만 이내 그녀의 주장을 받아들여 나이 어린 채미희를 친구처럼 대한다. 그리고 조성숙은 함께 사는 남자에게 채미희의 존재에 대해 이야기한다. 남자는 채미희를 찾아가고 둘은 섹스를 한다. 조성숙 모르게 남자와 채미희가 가...","138min","
				이완민","Korea","2016"
"60","늑대와 양","Wolf and Sheep","아프가니스탄 시골 사람들은 세상을 이해하고 설명하기 위해 신비와 상상으로 가득한 이야기들을 지어내고 서로 나눈다. 우뚝 솟은 산들은 양치기 아이들의 차지이고, 그 아이들은 어른들이 없어도 남녀가 같이 놀면 안 된다는 규율을 스스로 지킨다. 그곳 소년들은 양을 노리는 늑대들과 싸우기 위해 돌팔매질을 하고 소녀들은 몰래 담배를 피우고 미래의 남편을 만날 꿈을 꾸면서 결혼 놀이를 한다. 소녀 중 ...","86min","
				샤흐르바누 사다트","Denmark/France/Sweden/Afghanistan","2016"
"61","닝코 스님의 수난","Suffering of Ninko","엔터테인먼트 사극이라는 일본 독립영화계의 신선한 도전. 젊은 스님 닝코는 매우 성실하지만 한 가지 큰 문제가 있다. 모든 여자들이 그에게 반한다는 것. 심지어 보시를 위해 마을로 나갈 수 없을 정도가 되었다. 성을 탐하는 것이 죄악인 스님으로서 스스로의 고결함이 부족하다며 괴로워한다. 게다가 숲 속에서 우연히 만난 가면을 쓴 여자의 유혹을 뿌리친 이후 문제는 점점 더 악화된다. 미치기 직전에...","70min","
				니와츠키노 노리히로","Japan","2016"
"62","다디아","Dadyaa","이웃들이 모두 떠나고 마지막 남은 노부부에게 남은 건 과거의 추억들과 서로의 존재뿐이다. 추억을 두고 떠나야 할지를 고민하는 노부부와 사라질 운명에 처한 마을의 마지막 순간을 기이한 상상력과 이미지, 그리고 사운드로 담아낸 괴력의 단편.","16min","
				비부산 바스넷,푸자 구룽","Nepal/France","2016"
"63","다른 사람들","Other People","동성 연인으로부터 실연을 당한 코미디 작가 데이비드는 암 투병 중인 어머니를 돌보기 위해 고향으로 돌아간다. 얼마 남지 않은 삶을 살고 있는 어머니와 보수적인 아버지 그리고 여동생들과 함께 가족만의 시간을 보내지만 오랜만에 돌아온 집이 낯설게만 느껴진다. 어머니의 상태가 더욱 악화되면서 생각보다 시간이 얼마 남지 않은 것을 직감하지만 자신을 포함한 주변 사람들을 다독이며 모든 것이 괜찮아질 ...","97min","
				크리스 켈리","United States","2016"
"64","다이아몬드 아일랜드","Diamond Island","빠르게 성장하는 개발 뒤에 숨겨진 젊은이들의 꿈과 희망에 대한 이야기. 여러 번 반복되어온 개발의 역사지만 그 순간의 이야기를 그들의 얼굴과 목소리로 담아내는 작업은 충분하지 못했다. 한때는 ’아시아의 진주’라고 까지 불리었던 프놈펜은 십수 년에 걸친 학살과 전쟁을 겪으며 가장 가난한 도시 중에 하나가 되었다. 하지만 오늘날은 국제 자본의 주도로 급속한 경제개발이 이루어지면서 황무지에는 마천...","101min","
				데이비 추","Cambodia/France/Germany/Thailand/Qatar","2016"
"65","단지 세상의 끝","It's Only the End of the World","시한부 선고를 받은 작가 루이스는 가족들에게 자신의 죽음을 알리기 위해 12년 만에 고향을 찾는다. 하지만 그의 방문은 어머니와 여동생을 포함한 그의 가족 간의 오랜 불화를 촉발 시키는 결과를 낳는다. 자신이 얼마 살지 못할 거라는 이야기는 꺼내 보지도 못한 채 가족들 간의 균열만 깊어가고, 가족 간의 유대 그리고 궁극적으로 진실한 사랑이라는 것에 서툰 이들은 서로를 이해하고 공감하는 데 실...","95min","
				자비에 돌란","Canada/France","2016"
"66","달나라에 사는 여인","From the Land of the Moon","가브리엘은 프랑스 남부의 작은 마을에서 진정한 사랑에 대한 꿈을 키워간다. 그러나 보수적인 사회 분위기에 맞지 않는 그녀의 자유분방한 사고와 행동은 따가운 시선의 대상이 되고 급기야는 광기로 치부되기에 이른다. 가브리엘의 부모는 고민 끝에 믿음직해 보이는 스페인 농장 노동자 호세를 사위로 삼고, 기대대로 호세는 헌신적인 남편 노릇을 한다. 그러나 사랑 없는 결혼에 종속되기 싫은 가브리엘의 마...","120min","
				니콜 가르시아","France","2016"
"67","달인","The Master : An Ordinary Man","피자 배달의 달인으로 스타가 된 두호는 월급이 오른다. 두호는 다른 직원들의 월급도 올려준다는 사장의 약속을 믿고 직원들이 더 빨리 배달을 할 수 있도록 돕는다.","29min","
				윤부희","Korea","2016"
"68","달콤한 꿈","Sweet Dreams","1969년 토리노. 9살 마시모의 목가적 유년기는 어머니의 수수께끼 같은 죽음으로 산산조각난다. 30년이 지나 『라 스탐파』지의 꽤 성공한 기자로 활동 중인 마시모는 아픈 추억이 깃든 부모님의 아파트를 처분하려 한다. 1993년 사라예보 전쟁 이후 겪게 된 공황 발작 치료 차 알게 된 의사 엘리사는 정신적 충격에서 헤어나지 못하는 마시모를 동정하며 그가 마음을 열고 유년기의 상처를 직면하도록...","134min","
				마르코 벨로키오","Italy/France","2016"
"69","더 댄서","The Dancer","는 19세기 ‘벨 에포크’ 시대, 예술의 기운이 용솟음치는 빛의 도시 파리를 무대로 현대 무용의 길을 연 마리루이즈 퓰러 (일명 로이 퓰러)의 드라마틱한 일대기를 그린다. 무명이었던 그녀가 춤에 대한 열정 하나만으로 무작정 파리에 도착한 후 19세기 파리의 유명 카바레 ‘폴리 베르제르’의 스타 무용수로 등극한 뒤 이사도라 던컨에게 최고의 자리를 물려주기까지, 그 파란만장했던 궤적이...","108min","
				스테파니 디 쥬스토","France","2016"
"70","더 세인트","The Saint","미국발 금융위기로 세계 경제가 들썩였던 2008년. 리투아니아의 작은 마을 역시 불황과 실업의 파도에서 자유롭지 않았다. 다니던 공장에서 해고된 비타스는 아내의 닦달을 이기지 못하고 새 직장을 알아보지만 구직은 결코 쉽지 않다. 어렵게 구한 직장은 첫 출근날 실수였다며 채용을 취소한다. 의욕도 목적도 잃은 그에게 남은 것이란 미용사 마리야와의 로맨스, 그리고 예수를 봤다고 말하는 동영상 속의...","93min","
				안드루스 블라제비시우스","Lithuania/Poland","2016"
"71","더 테이블","The Table","카페에서 남자와 여자가 마주 보고 앉아 대화를 나눈다. 남자는 유럽여행을 다녀온 듯하고 여자는 오랜만에 만나자고 한 이 남자가 어딘가 마음에 안 드는 듯하다. 대화는 금방이라도 중단될 듯 위태롭게 이어지는데 한 순간 남자의 진심이 여자에게 와 닿는다. 그녀의 표정에 짧은 미소가 번진다. 은 카페 테이블에 마주 앉은 두 사람의 대화로 이뤄진 영화다.
 첫 번째 에피소드는 예전 남...","72min","
				김종관","Korea","2016"
"72","덕혜옹주","The Last Princess","덕혜옹주는 조선의 마지막 황녀다. 고종황제의 딸로 고종이 죽자 일본에 건너가 일본의 백작과 정략결혼을 했고 조현병에 걸려 정신병원에 입원하는 기구한 삶을 살았다. 해방이 된 뒤에도 왕조 부활에 대한 두려움을 갖고 있던 이승만 정부의 방해로 한국에 돌아오지 못하다 1962년 한국에 돌아왔고 1989년 삶을 마감했다. 
는 실존했던 인물의 삶에 영화적 상상력을 더해 만든 영화다. 역...","127min","
				허진호","Korea","2016"
"73","독살천사","The Poisoning Angel","19세기 브루타뉴 지방의 한 시골 마을. 어린 소녀 엘렌은 그 지역에 전해 내려오는 신화 속 인물인 ‘죽음의 사자 앙쿠’의 숭배자가 된 후 병적인 상상력을 펼친다. 엄마의 사랑을 받지 못한 채 외로워하며 힘든 일상을 보내던 소녀는 어느 날 엄마를 독살한다. 그 후 남의 집에서 더부살이를 하거나 요리사 노릇을 하며 브루타뉴 전 지역에 걸쳐 죽음을 퍼뜨린 엘렌은 훗날 역사에 기록될 최다 연쇄 살...","97min","
				스테파니 필롱카","France/Belgium","2016"
"74","동물학","Zoology","볼품없는 외모에 자신감 없는 태도로 매일 동료들의 놀림감이 되는 중년 여성 나타샤는 어느 날 아침 엉덩이 뒤로 길게 자라난 꼬리를 발견한다. 병원에서도 딱히 이 기막힌 꼬리의 정체를 알아내지 못하고 엑스레이 촬영만 반복할 뿐이다. 그러던 중 엑스레이 촬영기사인 페챠가 그녀에게 호감을 보이고, 이제 꼬리는 애물단지가 아니라 나타샤의 삶을 바꿔놓을 힘의 원천이 된다. 이반 I. 트레브도프스키의 ...","87min","
				이반 I. 트베르도프스키","Russia/France/Germany","2016"
"75","된장 칼국수","The Noodle","시골 친정집을 향하는 희수는 여느 때처럼 엄마에게 전화를 건다. 엄마가 좋아하는 된장칼국수를 만들려는 그녀는 엄마에게 전화를 걸어 된장칼국수 만드는 법을 물어본다.","7min","
				김수진","Korea","2016"
"76","두 남자","DERAILED (a.k.a. NO WAY TO GO)","진일과 가영은 가출한 10대 소년 소녀다. 그들은 가출한 아이들끼리 가족처럼 지내며 배달 아르바이트는 물론 가끔 도둑질도 하며 살아간다. 생활비가 떨어지자 그들은 가영을 내세워 중년 남자를 모텔로 끌어들인다. 가영은 성매매를 하는 것처럼 남자를 유혹하지만, 의도대로 남자의 돈을 뺏는데 실패한다. 거꾸로 남자는 가영을 인질로 삼아 진일에게 돈을 마련해오라고 한다. 남자는 가출 소녀들을 노래방 ...","92min","
				이성태","Korea","2016"
